Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Month
1067,2024-08-03,5333,Withdrawal,2024-08
1057,2024-08-04,9616,Withdrawal,2024-08
1074,2024-08-05,417,Withdrawal,2024-08
1028,2024-08-06,2496,Withdrawal,2024-08
1035,2024-08-07,2262,Deposit,2024-08
1088,2024-08-08,2845,Withdrawal,2024-08
1020,2024-08-09,1691,Deposit,2024-08
1035,2024-08-10,6283,Deposit,2024-08
1009,2024-08-11,4030,Withdrawal,2024-08
1072,2024-08-12,1412,Withdrawal,2024-08
1023,2024-08-13,9577,Deposit,2024-08
1063,2024-08-14,4411,Withdrawal,2024-08
1098,2024-08-15,7414,Withdrawal,2024-08
1048,2024-08-16,2483,Deposit,2024-08
1098,2024-08-17,3339,Deposit,2024-08
1035,2024-08-18,2239,Deposit,2024-08
1081,2024-08-19,1804,Withdrawal,2024-08
1095,2024-08-20,7024,Deposit,2024-08
1023,2024-08-21,462,Withdrawal,2024-08
1022,2024-08-22,2704,Deposit,2024-08
1061,2024-08-23,4386,Deposit,2024-08
1095,2024-08-24,3838,Deposit,2024-08
1036,2024-08-25,2569,Withdrawal,2024-08
1011,2024-08-26,4895,Withdrawal,2024-08
1054,2024-08-27,6250,Deposit,2024-08
1012,2024-08-28,656,Deposit,2024-08
1022,2024-08-29,9117,Deposit,2024-08
1088,2024-08-30,2908,Withdrawal,2024-08
1098,2024-08-31,5250,Deposit,2024-08
1029,2024-09-01,7661,Withdrawal,2024-09
1016,2024-09-02,2819,Deposit,2024-09
1061,2024-09-03,6606,Deposit,2024-09
1083,2024-09-04,3841,Deposit,2024-09
1088,2024-09-05,9866,Deposit,2024-09
1085,2024-09-06,4098,Deposit,2024-09
1012,2024-09-07,2503,Deposit,2024-09
1058,2024-09-08,8880,Withdrawal,2024-09
1018,2024-09-09,9839,Deposit,2024-09
1048,2024-09-10,394,Withdrawal,2024-09
1099,2024-09-11,5443,Deposit,2024-09
1011,2024-09-12,9982,Deposit,2024-09
1060,2024-09-13,1236,Withdrawal,2024-09
1018,2024-09-14,2164,Deposit,2024-09
1075,2024-09-15,7109,Withdrawal,2024-09
1008,2024-09-16,4643,Withdrawal,2024-09
1070,2024-09-17,1107,Deposit,2024-09
1027,2024-09-18,5545,Withdrawal,2024-09
1077,2024-09-19,5452,Withdrawal,2024-09
1094,2024-09-20,9539,Deposit,2024-09
1051,2024-09-21,1535,Withdrawal,2024-09
1082,2024-09-22,671,Deposit,2024-09
1015,2024-09-23,2482,Deposit,2024-09
1068,2024-09-24,9537,Deposit,2024-09
1098,2024-09-25,5184,Deposit,2024-09
1011,2024-09-26,377,Withdrawal,2024-09
1024,2024-09-27,7159,Deposit,2024-09
1051,2024-09-28,1987,Deposit,2024-09
1084,2024-09-29,1365,Withdrawal,2024-09
1099,2024-09-30,7591,Deposit,2024-09
1052,2024-10-01,1140,Deposit,2024-10
1022,2024-10-02,9209,Withdrawal,2024-10
1015,2024-10-03,8173,Withdrawal,2024-10
1056,2024-10-04,9177,Withdrawal,2024-10
1038,2024-10-05,2852,Withdrawal,2024-10
1052,2024-10-06,8313,Withdrawal,2024-10
1041,2024-10-07,4669,Withdrawal,2024-10
1057,2024-10-08,6453,Withdrawal,2024-10
1038,2024-10-09,2453,Deposit,2024-10
1013,2024-10-10,7537,Withdrawal,2024-10
1094,2024-10-11,4899,Withdrawal,2024-10
1004,2024-10-12,786,Withdrawal,2024-10
1034,2024-10-13,8576,Deposit,2024-10
1086,2024-10-14,4911,Deposit,2024-10
1092,2024-10-15,9054,Withdrawal,2024-10
1074,2024-10-16,5446,Withdrawal,2024-10
1017,2024-10-17,5143,Withdrawal,2024-10
1075,2024-10-18,2528,Deposit,2024-10
1008,2024-10-19,5226,Deposit,2024-10
1073,2024-10-20,8320,Withdrawal,2024-10
1057,2024-10-21,9198,Deposit,2024-10
1016,2024-10-22,7913,Withdrawal,2024-10
1006,2024-10-23,9745,Deposit,2024-10
1045,2024-10-24,3456,Deposit,2024-10
1012,2024-10-25,8807,Withdrawal,2024-10
1039,2024-10-26,7366,Withdrawal,2024-10
1041,2024-10-27,6640,Withdrawal,2024-10
1008,2024-10-28,138,Withdrawal,2024-10
1049,2024-10-29,3442,Deposit,2024-10
1026,2024-10-30,9178,Deposit,2024-10
1065,2024-10-31,2944,Deposit,2024-10
1004,2024-11-01,1198,Withdrawal,2024-11
1028,2024-11-02,7127,Deposit,2024-11
1036,2024-11-03,1923,Withdrawal,2024-11
1037,2024-11-04,3255,Deposit,2024-11
1082,2024-11-05,3193,Withdrawal,2024-11
1007,2024-11-06,5758,Withdrawal,2024-11
1064,2024-11-07,3878,Deposit,2024-11
1085,2024-11-08,2996,Withdrawal,2024-11
1016,2024-11-09,1088,Withdrawal,2024-11
1070,2024-11-10,4216,Deposit,2024-11
1088,2024-11-11,6546,Withdrawal,2024-11
1044,2024-11-12,4279,Withdrawal,2024-11
1003,2024-11-13,1782,Withdrawal,2024-11
1035,2024-11-14,5726,Deposit,2024-11
1069,2024-11-15,7524,Deposit,2024-11
1030,2024-11-16,1033,Withdrawal,2024-11
1018,2024-11-17,3698,Deposit,2024-11
1060,2024-11-18,2080,Withdrawal,2024-11
1053,2024-11-19,3156,Withdrawal,2024-11
1038,2024-11-20,9084,Withdrawal,2024-11
1090,2024-11-21,891,Withdrawal,2024-11
1073,2024-11-22,5490,Withdrawal,2024-11
1089,2024-11-23,6735,Deposit,2024-11
1018,2024-11-24,2355,Withdrawal,2024-11
1038,2024-11-25,3710,Deposit,2024-11
1066,2024-11-26,1707,Deposit,2024-11
1044,2024-11-27,5279,Withdrawal,2024-11
1012,2024-11-28,6673,Withdrawal,2024-11
1091,2024-11-29,1084,Deposit,2024-11
1057,2024-11-30,5876,Deposit,2024-11
1019,2024-12-01,3776,Deposit,2024-12
1091,2024-12-02,3480,Withdrawal,2024-12
1071,2024-12-03,8811,Deposit,2024-12
1060,2024-12-04,8882,Withdrawal,2024-12
1038,2024-12-05,1150,Withdrawal,2024-12
1000,2024-12-06,3733,Withdrawal,2024-12
1002,2024-12-07,6442,Deposit,2024-12
1076,2024-12-08,1059,Withdrawal,2024-12
1091,2024-12-09,6159,Withdrawal,2024-12
1061,2024-12-10,8984,Withdrawal,2024-12
1062,2024-12-11,5755,Withdrawal,2024-12
1024,2024-12-12,4573,Withdrawal,2024-12
1055,2024-12-13,3046,Deposit,2024-12
1032,2024-12-14,7825,Withdrawal,2024-12
1037,2024-12-15,626,Withdrawal,2024-12
1005,2024-12-16,3324,Deposit,2024-12
1057,2024-12-17,1975,Withdrawal,2024-12
1043,2024-12-18,1863,Deposit,2024-12
1044,2024-12-19,8812,Withdrawal,2024-12
1031,2024-12-20,5897,Deposit,2024-12
1044,2024-12-21,9308,Deposit,2024-12
1060,2024-12-22,7199,Withdrawal,2024-12
1046,2024-12-23,5209,Withdrawal,2024-12
1020,2024-12-24,6744,Withdrawal,2024-12
1079,2024-12-25,216,Deposit,2024-12
1084,2024-12-26,2533,Deposit,2024-12
1074,2024-12-27,5563,Deposit,2024-12
1035,2024-12-28,683,Withdrawal,2024-12
1098,2024-12-29,8686,Deposit,2024-12
1018,2024-12-30,3888,Deposit,2024-12
1019,2024-12-31,4267,Withdrawal,2024-12
1056,2025-01-01,8565,Deposit,2025-01
1017,2025-01-02,1489,Deposit,2025-01
1046,2025-01-03,8457,Withdrawal,2025-01
1048,2025-01-04,9859,Deposit,2025-01
1013,2025-01-05,6254,Withdrawal,2025-01
1014,2025-01-06,5520,Withdrawal,2025-01
1030,2025-01-07,9020,Withdrawal,2025-01
1000,2025-01-08,2143,Withdrawal,2025-01
1053,2025-01-09,4297,Withdrawal,2025-01
1002,2025-01-10,3596,Deposit,2025-01
1015,2025-01-11,878,Deposit,2025-01
1086,2025-01-12,313,Withdrawal,2025-01
1056,2025-01-13,3862,Withdrawal,2025-01
1074,2025-01-14,9868,Deposit,2025-01
1011,2025-01-15,6831,Withdrawal,2025-01
1073,2025-01-16,3217,Withdrawal,2025-01
1095,2025-01-17,5891,Withdrawal,2025-01
1015,2025-01-18,8883,Deposit,2025-01
1071,2025-01-19,2820,Deposit,2025-01
1075,2025-01-20,9005,Withdrawal,2025-01
1023,2025-01-21,9227,Withdrawal,2025-01
1027,2025-01-22,6147,Deposit,2025-01
1007,2025-01-23,8132,Deposit,2025-01
1091,2025-01-24,101,Withdrawal,2025-01
1035,2025-01-25,6468,Withdrawal,2025-01
1089,2025-01-26,2049,Deposit,2025-01
1007,2025-01-27,6832,Deposit,2025-01
1057,2025-01-28,7933,Deposit,2025-01
1059,2025-01-29,1017,Withdrawal,2025-01
1049,2025-01-30,3274,Deposit,2025-01
1027,2025-01-31,7114,Withdrawal,2025-01
1091,2025-02-01,189,Deposit,2025-02
1040,2025-02-02,1809,Deposit,2025-02
1099,2025-02-03,3141,Deposit,2025-02
1063,2025-02-04,205,Deposit,2025-02
1026,2025-02-05,9178,Withdrawal,2025-02
1062,2025-02-06,8719,Withdrawal,2025-02
1016,2025-02-07,1995,Deposit,2025-02
1072,2025-02-08,6190,Withdrawal,2025-02
1032,2025-02-09,8608,Deposit,2025-02
1083,2025-02-10,6182,Deposit,2025-02
1076,2025-02-11,734,Deposit,2025-02
1091,2025-02-12,2025,Deposit,2025-02
1028,2025-02-13,2156,Withdrawal,2025-02
1012,2025-02-14,7017,Deposit,2025-02
1045,2025-02-15,3244,Deposit,2025-02
1034,2025-02-16,9731,Withdrawal,2025-02
1005,2025-02-17,652,Deposit,2025-02
1081,2025-02-18,9007,Deposit,2025-02
1068,2025-02-19,5483,Deposit,2025-02
1046,2025-02-20,4011,Withdrawal,2025-02
1024,2025-02-21,3489,Deposit,2025-02
1065,2025-02-22,9399,Withdrawal,2025-02
1009,2025-02-23,8542,Deposit,2025-02
1055,2025-02-24,2530,Deposit,2025-02
1029,2025-02-25,558,Withdrawal,2025-02
1004,2025-02-26,307,Deposit,2025-02
1032,2025-02-27,999,Deposit,2025-02
1064,2025-02-28,121,Withdrawal,2025-02
1017,2025-03-01,8701,Withdrawal,2025-03
1095,2025-03-02,994,Withdrawal,2025-03
1048,2025-03-03,614,Withdrawal,2025-03
1010,2025-03-04,7394,Withdrawal,2025-03
1084,2025-03-05,5004,Deposit,2025-03
1025,2025-03-06,7967,Withdrawal,2025-03
1062,2025-03-07,4209,Deposit,2025-03
1088,2025-03-08,7279,Deposit,2025-03
1085,2025-03-09,1660,Deposit,2025-03
1058,2025-03-10,1366,Withdrawal,2025-03
1026,2025-03-11,3738,Withdrawal,2025-03
1048,2025-03-12,9041,Deposit,2025-03
1076,2025-03-13,3527,Withdrawal,2025-03
1032,2025-03-14,4880,Withdrawal,2025-03
1097,2025-03-15,2027,Withdrawal,2025-03
1098,2025-03-16,2456,Withdrawal,2025-03
1000,2025-03-17,4890,Deposit,2025-03
1020,2025-03-18,406,Deposit,2025-03
1054,2025-03-19,8079,Withdrawal,2025-03
1005,2025-03-20,3765,Deposit,2025-03
1091,2025-03-21,7157,Withdrawal,2025-03
1080,2025-03-22,761,Withdrawal,2025-03
1068,2025-03-23,4744,Deposit,2025-03
1094,2025-03-24,8603,Deposit,2025-03
1004,2025-03-25,3020,Deposit,2025-03
1002,2025-03-26,9374,Withdrawal,2025-03
1052,2025-03-27,9046,Deposit,2025-03
1022,2025-03-28,6336,Withdrawal,2025-03
1052,2025-03-29,6178,Deposit,2025-03
1036,2025-03-30,452,Deposit,2025-03
1073,2025-03-31,9194,Withdrawal,2025-03
1073,2025-04-01,7105,Withdrawal,2025-04
1082,2025-04-02,258,Withdrawal,2025-04
1016,2025-04-03,1056,Withdrawal,2025-04
1084,2025-04-04,2171,Withdrawal,2025-04
1077,2025-04-05,8695,Withdrawal,2025-04
1072,2025-04-06,9679,Withdrawal,2025-04
1000,2025-04-07,3553,Withdrawal,2025-04
1050,2025-04-08,6775,Deposit,2025-04
1044,2025-04-09,1055,Withdrawal,2025-04
1076,2025-04-10,6395,Withdrawal,2025-04
1003,2025-04-11,1812,Deposit,2025-04
1061,2025-04-12,4803,Withdrawal,2025-04
1064,2025-04-13,6663,Deposit,2025-04
1031,2025-04-14,9565,Deposit,2025-04
1033,2025-04-15,5731,Withdrawal,2025-04
1091,2025-04-16,9733,Deposit,2025-04
1094,2025-04-17,1494,Withdrawal,2025-04
1071,2025-04-18,9561,Deposit,2025-04
1038,2025-04-19,4832,Deposit,2025-04
1025,2025-04-20,3814,Deposit,2025-04
1033,2025-04-21,629,Withdrawal,2025-04
1053,2025-04-22,3058,Withdrawal,2025-04
1002,2025-04-23,8004,Deposit,2025-04
1049,2025-04-24,3691,Deposit,2025-04
1011,2025-04-25,6995,Withdrawal,2025-04
1064,2025-04-26,9231,Withdrawal,2025-04
1053,2025-04-27,625,Deposit,2025-04
1004,2025-04-28,6577,Deposit,2025-04
1093,2025-04-29,101,Withdrawal,2025-04
1093,2025-04-30,474,Withdrawal,2025-04
1056,2025-05-01,4748,Withdrawal,2025-05
1016,2025-05-02,2465,Withdrawal,2025-05
1046,2025-05-03,1625,Withdrawal,2025-05
1022,2025-05-04,1746,Deposit,2025-05
1078,2025-05-05,113,Withdrawal,2025-05
1084,2025-05-06,4699,Deposit,2025-05
1013,2025-05-07,2378,Withdrawal,2025-05
1065,2025-05-08,3255,Deposit,2025-05
1074,2025-05-09,8421,Withdrawal,2025-05
1050,2025-05-10,3914,Withdrawal,2025-05
1037,2025-05-11,3316,Deposit,2025-05
1063,2025-05-12,8319,Deposit,2025-05
1097,2025-05-13,2213,Withdrawal,2025-05
1037,2025-05-14,9544,Withdrawal,2025-05
1049,2025-05-15,4456,Withdrawal,2025-05
1097,2025-05-16,5643,Withdrawal,2025-05
1081,2025-05-17,4655,Withdrawal,2025-05
1029,2025-05-18,7162,Deposit,2025-05
1078,2025-05-19,3474,Deposit,2025-05
1090,2025-05-20,6530,Withdrawal,2025-05
1050,2025-05-21,3566,Deposit,2025-05
1062,2025-05-22,3181,Deposit,2025-05
1097,2025-05-23,729,Deposit,2025-05
1051,2025-05-24,369,Withdrawal,2025-05
1037,2025-05-25,5824,Deposit,2025-05
1096,2025-05-26,5997,Withdrawal,2025-05
1087,2025-05-27,3532,Deposit,2025-05
1078,2025-05-28,9572,Withdrawal,2025-05
1029,2025-05-29,6376,Deposit,2025-05
1050,2025-05-30,5995,Withdrawal,2025-05
1080,2025-05-31,7215,Withdrawal,2025-05
1004,2025-06-01,6756,Deposit,2025-06
1028,2025-06-02,675,Withdrawal,2025-06
1003,2025-06-03,7129,Withdrawal,2025-06
1009,2025-06-04,6199,Withdrawal,2025-06
1055,2025-06-05,9599,Withdrawal,2025-06
1016,2025-06-06,3292,Withdrawal,2025-06
1073,2025-06-07,3278,Withdrawal,2025-06
1016,2025-06-08,6152,Withdrawal,2025-06
1083,2025-06-09,2834,Withdrawal,2025-06
1087,2025-06-10,6216,Deposit,2025-06
1068,2025-06-11,3668,Deposit,2025-06
1033,2025-06-12,9947,Withdrawal,2025-06
1005,2025-06-13,9871,Withdrawal,2025-06
1052,2025-06-14,2303,Deposit,2025-06
1065,2025-06-15,1490,Deposit,2025-06
1076,2025-06-16,1842,Deposit,2025-06
1042,2025-06-17,2025,Withdrawal,2025-06
1074,2025-06-18,719,Deposit,2025-06
1022,2025-06-19,1374,Withdrawal,2025-06
1054,2025-06-20,1056,Withdrawal,2025-06
1079,2025-06-21,2039,Deposit,2025-06
1094,2025-06-22,4053,Withdrawal,2025-06
1074,2025-06-23,1068,Withdrawal,2025-06
1015,2025-06-24,9608,Withdrawal,2025-06
1007,2025-06-25,9335,Withdrawal,2025-06
1003,2025-06-26,381,Deposit,2025-06
1003,2025-06-27,6362,Deposit,2025-06
1055,2025-06-28,1158,Withdrawal,2025-06
1024,2025-06-29,4393,Withdrawal,2025-06
1066,2025-06-30,5278,Deposit,2025-06
1095,2025-07-01,7080,Withdrawal,2025-07
1066,2025-07-02,9300,Deposit,2025-07
1026,2025-07-03,1329,Withdrawal,2025-07
1092,2025-07-04,9327,Withdrawal,2025-07
1031,2025-07-05,4685,Deposit,2025-07
1049,2025-07-06,8567,Deposit,2025-07
1060,2025-07-07,2840,Deposit,2025-07
1050,2025-07-08,2389,Deposit,2025-07
1018,2025-07-09,1339,Withdrawal,2025-07
1020,2025-07-10,5470,Deposit,2025-07
1004,2025-07-11,225,Withdrawal,2025-07
1081,2025-07-12,7573,Deposit,2025-07
1091,2025-07-13,9500,Deposit,2025-07
1041,2025-07-14,5442,Withdrawal,2025-07
1060,2025-07-15,7451,Deposit,2025-07
1021,2025-07-16,6738,Deposit,2025-07
1020,2025-07-17,6670,Deposit,2025-07
1069,2025-07-18,3349,Deposit,2025-07
1000,2025-07-19,9210,Withdrawal,2025-07
1004,2025-07-20,7695,Withdrawal,2025-07
1011,2025-07-21,6394,Deposit,2025-07
1089,2025-07-22,6627,Deposit,2025-07
1045,2025-07-23,5857,Deposit,2025-07
1033,2025-07-24,2069,Withdrawal,2025-07
1048,2025-07-25,991,Withdrawal,2025-07
1077,2025-07-26,4570,Withdrawal,2025-07
1089,2025-07-27,7275,Withdrawal,2025-07
1044,2025-07-28,9656,Deposit,2025-07
1026,2025-07-29,8420,Deposit,2025-07
1072,2025-07-30,9306,Deposit,2025-07
1025,2025-07-31,6912,Withdrawal,2025-07
1046,2025-08-01,7619,Deposit,2025-08
1085,2025-08-02,4712,Withdrawal,2025-08
1055,2025-08-03,9810,Withdrawal,2025-08
1093,2025-08-04,1298,Deposit,2025-08
1062,2025-08-05,5338,Deposit,2025-08
1047,2025-08-06,6189,Deposit,2025-08
1060,2025-08-07,6357,Withdrawal,2025-08
1080,2025-08-08,7805,Withdrawal,2025-08
1025,2025-08-09,3819,Deposit,2025-08
1035,2025-08-10,402,Deposit,2025-08
1000,2025-08-11,1086,Withdrawal,2025-08
1007,2025-08-12,4540,Deposit,2025-08
1098,2025-08-13,5009,Withdrawal,2025-08
1051,2025-08-14,3172,Withdrawal,2025-08
1078,2025-08-15,3224,Deposit,2025-08
1046,2025-08-16,9619,Deposit,2025-08
1055,2025-08-17,8225,Deposit,2025-08
1085,2025-08-18,3391,Deposit,2025-08
1013,2025-08-19,4133,Withdrawal,2025-08
1089,2025-08-20,5205,Withdrawal,2025-08
1027,2025-08-21,803,Withdrawal,2025-08
1086,2025-08-22,8233,Deposit,2025-08
1077,2025-08-23,674,Withdrawal,2025-08
1087,2025-08-24,5804,Deposit,2025-08
1001,2025-08-25,7948,Deposit,2025-08
1025,2025-08-26,5308,Deposit,2025-08
1013,2025-08-27,7024,Deposit,2025-08
1058,2025-08-28,3928,Deposit,2025-08
1055,2025-08-29,3330,Deposit,2025-08
1006,2025-08-30,588,Withdrawal,2025-08
1002,2025-08-31,7214,Deposit,2025-08
1022,2025-09-01,9639,Withdrawal,2025-09
1017,2025-09-02,3273,Withdrawal,2025-09
1037,2025-09-03,1767,Deposit,2025-09
1098,2025-09-04,9929,Deposit,2025-09
1014,2025-09-05,4214,Deposit,2025-09
1063,2025-09-06,3653,Withdrawal,2025-09
1088,2025-09-07,7861,Deposit,2025-09
1027,2025-09-08,1100,Withdrawal,2025-09
1073,2025-09-09,9142,Deposit,2025-09
1038,2025-09-10,1488,Deposit,2025-09
1056,2025-09-11,5550,Withdrawal,2025-09
1016,2025-09-12,3812,Withdrawal,2025-09
1085,2025-09-13,1467,Deposit,2025-09
1089,2025-09-14,8289,Withdrawal,2025-09
1043,2025-09-15,9113,Withdrawal,2025-09
1024,2025-09-16,554,Withdrawal,2025-09
1016,2025-09-17,9916,Withdrawal,2025-09
1012,2025-09-18,2872,Withdrawal,2025-09
1083,2025-09-19,3826,Deposit,2025-09
1024,2025-09-20,7332,Deposit,2025-09
1067,2025-09-21,4906,Withdrawal,2025-09
1009,2025-09-22,2290,Deposit,2025-09
1066,2025-09-23,9208,Deposit,2025-09
1017,2025-09-24,2975,Withdrawal,2025-09
1099,2025-09-25,5692,Deposit,2025-09
1085,2025-09-26,1540,Withdrawal,2025-09
